text|en-US-AdamMultilingualNeural|en-US-AlloyTurboMultilingualNeural|en-US-AmberNeural|en-US-AnaNeural|en-US-AndrewMultilingualNeural|en-US-AndrewNeural|en-US-AvaMultilingualNeural|en-US-BrandonMultilingualNeural|en-US-BrianMultilingualNeural|en-US-ChristopherMultilingualNeural|en-US-CoraMultilingualNeural|en-US-DavisMultilingualNeural
Don’t touch that, Nisha.|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3|331_Dont_touch_that_Nisha.mp3
It’s dangerous, Nisha.|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3|332_Its_dangerous_Nisha.mp3
Hurry up, Nisha.|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3|333_Hurry_up_Nisha.mp3
Let me explain, Nisha.|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3|334_Let_me_explain_Nisha.mp3
That’s perfect, Nisha.|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3|335_Thats_perfect_Nisha.mp3
What’s wrong, Nisha?|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3|336_Whats_wrong_Nisha.mp3
Keep quiet, Nisha.|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3|337_Keep_quiet_Nisha.mp3
You got this, Nisha.|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3|338_You_got_this_Nisha.mp3
That’s funny, Nisha.|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3|339_Thats_funny_Nisha.mp3
Are you nervous, Nisha?|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3|340_Are_you_nervous_Nisha.mp3
Let’s hurry, Nisha.|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3|341_Lets_hurry_Nisha.mp3
Don’t worry, Nisha.|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3|342_Dont_worry_Nisha.mp3
It’s not your fault, Nisha.|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3|343_Its_not_your_fault_Nisha.mp3
Stay here, Nisha.|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3|344_Stay_here_Nisha.mp3
I’ll help you, Nisha.|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3|345_Ill_help_you_Nisha.mp3
Don’t be late, Nisha.|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3|346_Dont_be_late_Nisha.mp3
Did you notice, Nisha?|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3|347_Did_you_notice_Nisha.mp3
It’s your choice, Nisha.|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3|348_Its_your_choice_Nisha.mp3
Nisha, pick one.|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3|349_Nisha_pick_one.mp3
Don’t argue, Nisha.|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3|350_Dont_argue_Nisha.mp3
That’s wrong, Nisha.|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3|351_Thats_wrong_Nisha.mp3
Please continue, Nisha.|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3|352_Please_continue_Nisha.mp3
Can you drive, Nisha?|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3|353_Can_you_drive_Nisha.mp3
I’ll wait, Nisha.|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3|354_Ill_wait_Nisha.mp3
Speak clearly, Nisha.|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3|355_Speak_clearly_Nisha.mp3
Do your best, Nisha.|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3|356_Do_your_best_Nisha.mp3
Oh dear, Nisha.|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3|357_Oh_dear_Nisha.mp3
That’s cool, Nisha.|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3|358_Thats_cool_Nisha.mp3
Keep smiling, Nisha.|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3|359_Keep_smiling_Nisha.mp3
Are you ready, Nisha?|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3|360_Are_you_ready_Nisha.mp3
I’ll follow you, Nisha.|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3|361_Ill_follow_you_Nisha.mp3
Don’t worry too much, Nisha.|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3|362_Dont_worry_too_much_Nisha.mp3
Be ready, Nisha.|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3|363_Be_ready_Nisha.mp3
Good luck with that, Nisha.|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3|364_Good_luck_with_that_Nisha.mp3
You’re wonderful, Nisha.|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3|365_Youre_wonderful_Nisha.mp3
That’s enough for now, Nisha.|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3|366_Thats_enough_for_now_Nisha.mp3
Yo Nisha, shut the player down|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3|367_Yo_Nisha_shut_the_player_down.mp3
Hey Nisha, close living room AC now|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3|368_Hey_Nisha_close_living_room_AC_now.mp3
Nisha, go ahead and close that window|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3|369_Nisha_go_ahead_and_close_that_window.mp3
Nisha, can you close the pop-up?|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3|370_Nisha_can_you_close_the_popup.mp3
Nisha, close the program, please|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3|371_Nisha_close_the_program_please.mp3
Nisha, go on and close the privacy screen|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3|372_Nisha_go_on_and_close_the_privacy_screen.mp3
Nisha, terminate the video call|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3|373_Nisha_terminate_the_video_call.mp3
Nisha, close the safe deposit box|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3|374_Nisha_close_the_safe_deposit_box.mp3
Nisha, close the server rack|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3|375_Nisha_close_the_server_rack.mp3
Nisha, close the bird cage|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3|376_Nisha_close_the_bird_cage.mp3
Nisha, shut that app down real quick|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3|377_Nisha_shut_that_app_down_real_quick.mp3
Hey Nisha, play the new Taylor Swift video over on YouTube|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3|378_Hey_Nisha_play_the_new_Taylor_Swift_video_over_on_YouTube.mp3
yo Nisha, look up|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3|379_yo_Nisha_look_up.mp3
Nisha, look for|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3|380_Nisha_look_for.mp3
Nisha, what do even do?|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3|381_Nisha_what_do_even_do.mp3
Nisha, what’s your favorite movie genre?|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3|382_Nisha_whats_your_favorite_movie_genre.mp3
Nisha, how’s your day going?|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3|383_Nisha_hows_your_day_going.mp3
